smiles,name,id,inchi_key
CC(CC1CCCCC1)N(C)CC1C(C(C)C)C(=O)N(-C2CCCCC2)N1C,famprofazone,BRD-A08255417,GNUXVOXXWGNPIV-UHFFFAOYSA-N
CCOC(=O)CCCC(=O)NC1NCNC2OC3CCC4CCCCC4C3C(C5CCCCC5)C12,brd-a08610364,BRD-A08610364,YNKFFBATAPFPBH-UHFFFAOYSA-N
CC1CC(=O)NN=C1C1CCC(F)C(F)C1,brd-a08658758,BRD-A08658758,OVVXDHPMTCWAAJ-UHFFFAOYSA-N
CC(=O)N(CC(O)CN(C(C)=O)C1C(I)C(C(=O)NCC(O)CO)C(I)C(C(=O)NCC(O)CO)C1I)C1C(I)C(C(=O)NCC(O)CO)C(I)C(C(=O)NCC(O)CO)C1I,iodixanol,BRD-A08660406,NBQNWMBBSKPBAY-UHFFFAOYSA-N
CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC1CCCC2NCCCC12,brd-a08662020,BRD-A08662020,PUQVAXDZGUENDK-UHFFFAOYSA-N
CO[C@H](C)C(O)(C(C)C)C(=O)OCC1=CCN2CC[C@H](O)[C@H]21,heliotrine,BRD-A08709697,LMFKRLGHEKVMNT-GVCFFYALSA-N
CCCC(O)C#CC1CNC2O[C@@H](CN(C)C(=O)NC3CCC4OCOC4C3)[C@@H](C)CN([C@H](C)CO)C(=O)C2C1,brd-a08778300,BRD-A08778300,VGYFAVFOCXCKID-WXCMXNBBSA-N
COC1=CC23CCCN3CCC4CC5OCOC5CC4C2C1O,cephalotaxine,BRD-A08877921,YMNCVRSYJBNGLD-UHFFFAOYSA-N
NC(CC1CC(O)C(O)CC1CL)C(O)=O,brd-a09053961,BRD-A09053961,VWMFGQCEGVXCDL-UHFFFAOYSA-N
COC1CC2NC(NC(N)C2CC1OC)N(C)CCCNC(=O)C1CCCO1,alfuzosin,BRD-A09056319,WNMJYKCGWZFFKR-UHFFFAOYSA-N
CCC(C)(CN(C)C)OC(=O)C1CCCCC1,amyleine,BRD-A09062839,FDMBBCOBEAVDAO-UHFFFAOYSA-N
CN(C)CCC[N+]1([O-])C2CCCCC2SC2CCC(CL)CC12,chlorpromazine,BRD-A09073503,SUQUPCVMBMERJG-UHFFFAOYSA-N
O=C1CC2OCC=C3CN4CC[C@@]56C4C[C@@H]3[C@@H]2C5N1C1CCCCC61,strychnine,BRD-A09094913,QMGVPVSNSZLJIA-OFYMUHMXSA-N
CC(=O)O[C@@H]1CC(=O)OC(C)(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@]543)C6CCOC6)[C@]21C,nomilin,BRD-A09161221,KPDOJFFZKAUIOE-ZUDUQEJMSA-N
CC1CC(C)C(OCC(O)CNC(C)(C)C)C(C)C1,brd-a09164687,BRD-A09164687,QBVBSZGSMKFHHH-UHFFFAOYSA-N
OC(=O)C(CC1C[NH]C2CCCCC12)NC(=O)/C=C/C3CCCCN3,st-024029,BRD-A09186529,UIMTZSFVAUUJNX-CMDGGOBGSA-N
CC(=O)O[C@]1(CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C)C#C,norethindrone,BRD-A09349126,IMONTRJLAWHYGT-FJMAIUEKSA-N
CCN(CCCCOC(=O)C1CCC(OC)C(OC)C1)C(C)CC1CCC(OC)CC1,mebeverine,BRD-A09467419,VYVKHNNGDFVQGA-UHFFFAOYSA-N
